"","Location","MinTemp","MaxTemp","Rainfall","WindGustDir","WindGustSpeed","RainToday","Humidity9am","Cloud9am","Pressure9am","WindDir9am","WindDir3pm","RainTomorrow"
"1150","MelbourneAirport",10.8,24.9,1.4,"N",59,"Yes",81,8,1020.6,"SSE","NNE","Yes"
"1151","Nuriootpa",2.9,14.6,0.6,"N",26,"No",68,1,1017.3,"NE","NW","No"
"1152","Nuriootpa",7.9,21,0,"N",41,"No",56,5,1020.6,"NE","NW","No"
"1153","Perth",9.4,25.9,0,"N",35,"No",59,3,1019,"SSE","NW","No"
"1154","PerthAirport",5.1,12.7,0,"W",39,"No",81,8,1006.7,"W","WNW","Yes"
"1155","Watsonia",17,21.1,0,"SSW",33,"No",88,8,1017.3,"SW","SSW","Yes"
"1156","Nuriootpa",5.1,12.6,4.8,"W",39,"Yes",91,7,1017.3,"W","WSW","Yes"
"1157","Cairns",23.7,31.1,0,"ESE",35,"No",72,5,1016.2,"SSE","E","No"
"1158","Perth",11.9,19.7,7.2,"SSW",30,"Yes",87,7,1025.4,"ESE","SSW","No"
"1159","Cairns",23.7,31.9,2.2,"SE",57,"No",66,3,1014.2,"SE","W","No"
"1160","Melbourne",10.8,19.4,0.4,"SW",28,"No",80,7,1023.1,"SSW","WSW","No"
"1161","Sale",2.1,14,0,"E",40,"No",98,1,1031.5,"WNW","SE","No"
"1162","Watsonia",4.6,14.7,0,"E",39,"No",100,2,1025.5,"NNE","S","No"
"1163","PerthAirport",20.9,23.45,0,"WSW",39,"No",68,0,1014.8,"NE","W","No"
"1164","PerthAirport",17.3,22.1,1.8,"W",54,"Yes",95,8,1002.1,"W","WSW","Yes"
"1165","Perth",11.9,21.4,7,"E",43,"Yes",91,8,1017.3,"W","WSW","No"
"1166","Williamtown",24.6,23.45,0,"WNW",39,"No",32,5,1006.3,"SSE","SSE","No"
"1167","Melbourne",16.2,33.4,0,"N",59,"No",46,2,1017.3,"N","N","No"
"1168","Bendigo",10.4,22.1,0,"S",54,"No",45,1,1015.6,"S","S","No"
"1169","PerthAirport",17.9,25.2,0,"WSW",41,"No",55,6,1008.2,"W","SW","No"
"1170","SydneyAirport",16,22.6,4.4,"NE",37,"Yes",74,5,1030.3,"NW","SE","Yes"
"1171","Cairns",22.5,29.75,0,"E",33,"No",79,7,1017.9,"SSE","ESE","No"
"1172","PerthAirport",23.3,24,0,"E",54,"Yes",95,8,1011,"SSE","W","Yes"
"1173","Brisbane",23.9,32.4,0,"NNE",20,"No",76,7,1014.5,"SW","NNE","No"
"1174","Townsville",25.1,31.9,0,"NE",41,"No",64,5,1015.2,"ENE","ENE","No"
"1175","Ballarat",-0.5,9.3,0,"WSW",39,"Yes",99,8,1020.5,"WSW","SW","Yes"
"1176","Cairns",18.8,26.8,0,"SE",44,"No",56,1,1018,"S","SE","No"
"1177","Ballarat",7.2,24.8,0,"SW",44,"No",68,6,1013.2,"SE","WSW","No"
"1178","PerthAirport",23.3,37.1,0,"NNW",41,"No",28,1,1013.1,"NNW","NE","No"
"1179","Perth",13.5,21.9,3.4,"NW",52,"Yes",70,4,1010.1,"NW","NW","Yes"
"1180","PerthAirport",13.4,23.2,0,"SW",30,"No",28,1,1015.9,"SSE","SSE","No"
"1181","Canberra",17.2,28.4,0.2,"ENE",31,"No",60,4,1007.4,"W","SE","Yes"
"1182","Canberra",17.9,27.8,0.2,"NNW",39,"No",80,7,1008.5,"N","NW","Yes"
"1183","Sale",6.7,16.3,0.4,"WNW",54,"No",76,6,1021,"W","WSW","No"
"1184","Nuriootpa",8,34.1,0,"SW",35,"No",68,1,1015.7,"NE","SW","No"
"1185","PerthAirport",8.3,22.1,0,"SSW",33,"No",68,7,1025,"WSW","W","No"
"1186","Nuriootpa",11.4,28.8,0,"SE",31,"No",64,2,1019.2,"E","W","No"
"1187","PerthAirport",13.7,28.5,0,"E",28,"No",64,4,1015.7,"SE","SSE","No"
"1188","Sydney",13.1,27.1,0,"W",24,"No",68,6,1023.5,"W","W","No"
"1189","Watsonia",11,20.6,3.2,"SSW",26,"Yes",100,8,1013.1,"WSW","SSW","Yes"
"1190","Hobart",6,19.2,0,"NW",37,"No",57,1,1020.6,"NNW","WNW","No"
"1191","PerthAirport",7,13.5,0,"SW",43,"No",82,0,1019.5,"WSW","WSW","No"
"1192","Watsonia",13.6,34,0,"SW",30,"No",64,0,1021.3,"SSE","SW","No"
"1193","Darwin",24.2,32.4,0,"SW",35,"Yes",82,7,1017.3,"S","NNW","Yes"
"1194","Cairns",20.9,30.5,0,"NE",37,"No",62,5,1015.4,"E","NE","No"
"1195","PerthAirport",7.1,15.9,5.6,"SW",59,"Yes",64,4,1007.7,"SW","SW","No"
"1196","PearceRAAF",14.4,29.8,0,"E",41,"No",68,0,1023,"E","W","No"
"1197","Mildura",12.9,23.3,0,"WNW",39,"No",44,7,1011.8,"SSE","NNW","No"
"1198","Darwin",12.375,33.7,0,"E",46,"No",81,7,1006.8,"W","WNW","No"
"1199","Bendigo",-1,16,0.2,"NW",40,"No",78,1,1017.3,"SSE","ENE","No"
"1200","PerthAirport",16.4,32.4,0,"E",56,"No",35,0,1011.8,"ENE","WSW","No"
"1201","CoffsHarbour",17.5,21.5,3.6,"SE",48,"Yes",67,7,1023.6,"ESE","W","Yes"
"1202","Watsonia",4.8,18.5,0.2,"NNW",44,"No",68,6,1021.1,"NE","W","No"
"1203","MountGambier",-0.2,10.7,0.2,"N",43,"No",80,0,1030.6,"NNE","W","No"
"1204","PerthAirport",13.3,23.7,5,"S",57,"Yes",70,8,1020.4,"SSE","SSE","No"
"1205","Katherine",25.1,34.1,0,"SSE",39,"No",68,0,1012.7,"WNW","ESE","No"
"1206","PerthAirport",1.5,23.2,0,"SE",26,"Yes",91,1,1028.5,"SSE","SSE","No"
"1207","PearceRAAF",11.3,25.65,1.8,"WSW",35,"Yes",68,2,1013.6,"WNW","WSW","No"
"1208","Cairns",23.2,30.6,0,"SE",41,"No",60,2,1014.2,"SE","SE","No"
"1209","MountGambier",3.2,13.9,0,"NE",22,"No",85,7,1029,"NE","W","No"
"1210","Townsville",22.4,30.6,3.8,"E",31,"Yes",72,6,1010.3,"SSE","N","No"
"1211","Perth",13.4,30.1,0,"SW",28,"No",57,3,1023.2,"SSE","S","No"
"1212","PerthAirport",13,23.1,0,"SSE",35,"No",59,3,1027,"SW","S","No"
"1213","Katherine",20.7,31,0,"NE",28,"Yes",84,8,1004,"SSE","ESE","Yes"
"1214","Mildura",9.3,23.3,0.6,"E",46,"No",92,7,1019.6,"W","WSW","Yes"
"1215","WaggaWagga",20.9,23.45,0,"WNW",33,"No",29,1,1012.3,"SSE","W","No"
"1216","PearceRAAF",12.4,25.65,0,"WSW",44,"No",58,4,1011.1,"SW","W","No"
"1217","NorfolkIsland",20.5,26.8,0.6,"E",52,"No",73,6,1021.3,"SSE","ENE","Yes"
"1218","Sale",7.2,16,0,"E",41,"No",89,7,1012.1,"W","WSW","No"
"1219","Canberra",12.1,21.8,2.8,"E",20,"No",68,8,1025.9,"NW","W","No"
"1220","NorfolkIsland",20.4,25.6,1.2,"ENE",30,"Yes",80,7,1017.3,"ENE","E","Yes"
"1221","PerthAirport",12.1,13.1,0.8,"SW",39,"No",68,3,1014.1,"WNW","SW","Yes"
"1222","Cobar",10.1,25.9,0,"E",48,"No",32,2,1017.3,"SE","W","No"
"1223","MountGambier",7.3,16.9,4.2,"SE",19,"Yes",79,6,1017.3,"SSE","S","No"
"1224","Mildura",9.1,23,0,"NW",37,"No",68,0,1016.1,"NW","W","No"
"1225","Cobar",15.9,29.5,0,"SW",33,"No",48,1,1018.2,"SSE","SSW","No"
"1226","PerthAirport",12.9,30.8,0,"ENE",33,"No",61,1,1022.7,"SSE","ESE","No"
"1227","CoffsHarbour",14.4,25,0,"E",37,"No",68,3,1020,"SW","SSW","No"
"1228","Ballarat",6.4,12.7,0,"E",50,"No",98,5,1017.3,"SE","SE","No"
"1229","Mildura",8,30.3,0,"NW",41,"No",30,4,1015.3,"NNE","NNW","No"
"1230","AliceSprings",13.9,28.5,0,"SE",50,"No",27,3,1010.1,"SE","SE","No"
"1231","Perth",7.7,26,0,"SSE",31,"No",58,0,1025.5,"SE","SE","No"
"1232","PerthAirport",13,16.5,0,"E",33,"No",92,7,1023.6,"NW","ENE","Yes"
"1233","Ballarat",5,12,1.2,"W",44,"Yes",100,7,1017.3,"W","SSW","Yes"
"1234","Brisbane",12.4,22.6,0,"NE",19,"No",57,4,1020,"WSW","ENE","No"
"1235","Katherine",24.3,39.3,0,"ESE",28,"No",68,0,1011.2,"WSW","SSE","No"
"1236","Brisbane",17.9,26.5,0,"SE",20,"No",66,3,1022.1,"WSW","SSE","Yes"
"1237","Perth",10.3,24.3,0.2,"NW",33,"No",89,5,1017.1,"NNE","NNW","Yes"
"1238","WaggaWagga",6.3,15.4,3.2,"WNW",35,"Yes",92,7,1002.7,"SSE","S","No"
"1239","Sale",18.3,28.8,0,"E",35,"No",86,7,1019.4,"NNE","ESE","No"
"1240","Canberra",2.1,18.3,0,"SSE",35,"No",58,0,1017.3,"SSE","ESE","No"
"1241","Townsville",24.4,27.5,0,"NW",39,"No",96,8,1010.8,"SSW","W","Yes"
"1242","PerthAirport",12.8,14.3,2.2,"N",43,"Yes",93,7,1017,"NNE","N","Yes"
"1243","Perth",12.1,29.3,0,"WNW",37,"No",34,0,1011.3,"NNE","W","Yes"
"1244","Albury",19.8,15.2,0,"SSE",31,"No",67,7,1002.8,"SW","E","No"
"1245","Richmond",8.9,26.6,0.2,"E",50,"No",68,2,1019.6,"NNE","NW","No"
"1246","Melbourne",15.5,23.5,0,"NNE",39,"No",54,7,1021.8,"N","NNE","Yes"
"1247","Darwin",24.5,32.8,0,"NW",30,"No",72,7,1015.3,"WNW","W","No"
"1248","Townsville",22.75,29.7,0,"ENE",39,"No",64,2,1015.3,"ESE","ENE","No"
"1249","PearceRAAF",24,40.8,0,"E",52,"No",68,1,1008,"ENE","S","No"
"1250","PerthAirport",12.4,15.5,2.4,"S",39,"Yes",68,8,1017.1,"SSE","S","Yes"
"1251","SydneyAirport",21.5,22,0,"N",39,"No",68,6,1013.1,"N","NNW","Yes"
"1252","Townsville",24.1,31.7,0.4,"ESE",54,"No",68,5,1015,"SE","W","No"
"1253","Darwin",22.5,33.1,4.6,"ENE",39,"Yes",77,7,1006,"SE","NNW","No"
"1254","CoffsHarbour",18.2,23.1,3.2,"SW",28,"Yes",77,8,1018.4,"SW","W","No"
"1255","Katherine",26,38,0,"SE",43,"No",72,3,1013.2,"WNW","SW","Yes"
"1256","NorfolkIsland",13.1,19.2,0,"E",39,"No",63,7,1024.4,"ENE","NE","No"
"1257","Ballarat",4.4,11.1,0.2,"SE",39,"No",68,6,1022.8,"SSE","SSE","No"
"1258","Canberra",7.9,21.1,0,"ENE",20,"No",68,6,1016.5,"ESE","NNW","No"
"1259","Portland",9.5,18.4,0.4,"E",39,"No",79,4,1003.2,"NNW","WNW","Yes"
"1260","Woomera",10.5,26.8,0,"N",39,"No",43,0,1023.2,"ENE","W","No"
"1261","PerthAirport",11.2,20.2,0,"NW",57,"No",68,1,1020,"SE","NNW","No"
"1262","Hobart",10.2,18.4,0,"NW",46,"No",74,6,1022,"SSE","NNW","No"
"1263","NorfolkIsland",15.9,21.1,0,"N",39,"No",76,7,1025.2,"N","N","No"
"1264","SydneyAirport",16.2,24.4,0,"S",48,"No",79,7,1017.3,"NW","S","No"
"1265","Perth",12.5,19.1,0,"N",37,"No",62,4,1023.4,"NE","W","No"
"1266","Perth",6.5,19.6,0,"NW",22,"No",68,5,1022.1,"NE","WNW","No"
"1267","PearceRAAF",9.4,25.65,0.2,"E",24,"No",61,8,1023.7,"SSE","S","No"
"1268","PerthAirport",13,24,0,"E",41,"No",44,6,1018,"WNW","WNW","No"
"1269","Mildura",12.6,25.8,0,"SSE",28,"No",77,7,1018,"S","SSW","No"
"1270","NorfolkIsland",15.9,19,1.2,"E",39,"Yes",68,8,1025.4,"E","ESE","No"
"1271","Cairns",24.4,31,0,"SSE",48,"No",96,8,1017.3,"SSE","W","Yes"
"1272","Woomera",10.9,17.9,4.4,"WNW",39,"Yes",97,7,1005.6,"NNW","NW","No"
"1273","MountGambier",3.3,8.8,3.6,"N",39,"Yes",68,8,1005.6,"N","NNW","Yes"
"1274","PerthAirport",10.9,16,0.4,"W",39,"No",68,8,1007,"W","WSW","Yes"
"1275","Sale",8.5,13,0.4,"WNW",39,"No",56,6,1013.9,"W","W","Yes"
"1276","Cobar",8.3,28.5,0,"NNE",28,"No",35,1,1019.6,"E","NE","No"
"1277","Cobar",11.6,17.5,0,"E",39,"No",42,4,1015.5,"SW","WNW","No"
"1278","PerthAirport",16.2,33.8,0,"ENE",59,"No",39,1,1006.6,"E","WSW","No"
"1279","Brisbane",17.3,25.4,0,"SE",37,"Yes",96,8,1008.8,"SSE","SE","Yes"
"1280","Woomera",6.4,19.1,0,"E",39,"No",69,6,1024,"SSE","N","No"
"1281","Darwin",24.5,31.6,6,"E",48,"Yes",68,7,1008.1,"SW","SW","Yes"
"1282","WaggaWagga",9.8,27.1,0,"SSW",26,"No",68,7,1025.3,"SSE","S","No"
"1283","PerthAirport",14.7,20.5,0,"NNW",33,"Yes",100,8,1016.9,"WSW","W","Yes"
"1284","Watsonia",4.2,20.6,0,"NW",20,"No",74,1,1028.2,"SSE","N","No"
"1285","Sydney",20.1,24.6,0,"ENE",52,"No",64,6,1012.8,"NNE","NE","Yes"
"1286","PerthAirport",13.7,33.3,0.2,"SSW",39,"No",68,1,1020.5,"NNE","N","No"
"1287","MountGambier",5.8,14.8,2.6,"E",37,"Yes",83,8,1022.4,"E","E","No"
"1288","Mildura",14.9,27,0,"E",33,"No",76,7,1020.3,"S","S","No"
"1289","Darwin",21.5,33.6,0,"NW",33,"No",78,1,1015.8,"S","NW","No"
"1290","PerthAirport",13.4,22.9,0.6,"W",44,"No",71,8,1007.7,"W","W","No"
"1291","PearceRAAF",17.1,23.4,1,"ESE",40,"No",68,7,1008.2,"SSE","SSW","No"
"1292","WaggaWagga",9.4,20.7,0,"E",46,"No",57,6,1017.3,"E","E","No"
"1293","PerthAirport",9.9,19.4,5,"WSW",48,"Yes",73,7,1017.3,"SSE","SW","No"
"1294","Brisbane",21.9,26.5,0,"E",20,"No",58,7,1015.7,"E","ESE","Yes"
"1295","Watsonia",3.4,20.7,0,"E",30,"No",86,2,1017.3,"ENE","NE","No"
"1296","Wollongong",20.4,20.1,2.6,"NNW",31,"Yes",83,8,1016.7,"E","E","No"
"1297","Katherine",25,36.1,0,"NW",22,"No",83,6,1010.1,"WNW","SW","No"
"1298","Woomera",12.8,27.1,0,"SE",37,"No",60,4,1017.3,"SE","SSW","No"
"1299","AliceSprings",7.2,28.4,0,"NNW",30,"No",31,0,1017.3,"SSE","N","No"
"1300","Brisbane",24.6,32.3,0,"NNE",28,"No",65,7,1009.2,"NW","NNE","No"
"1301","Brisbane",11.1,22.3,0,"ESE",22,"No",81,2,1028.9,"SW","E","No"
"1302","Hobart",12.4,25.8,0,"W",39,"No",40,5,1002.6,"SE","W","No"
"1303","Williamtown",17,31.9,0,"E",31,"No",92,8,1010.9,"NNW","W","No"
"1304","Townsville",24.2,31.1,2,"NE",39,"No",75,6,1010.1,"NNE","ENE","Yes"
"1305","PerthAirport",12.4,27,0,"E",35,"No",32,8,1022.8,"N","ESE","No"
"1306","Canberra",9.1,20.4,0,"E",30,"No",74,1,1017.3,"SE","NW","No"
"1307","PerthAirport",2.9,16.7,0.4,"NNW",43,"No",89,7,1015.1,"ENE","NNW","No"
"1308","PerthAirport",17.1,25.9,0,"W",37,"No",65,7,1017.9,"SSW","SSW","No"
"1309","Sydney",13.8,21.9,0,"ENE",39,"No",73,7,1020.2,"NE","NE","No"
"1310","Perth",19.6,32.9,0,"SW",44,"No",42,2,1011,"SE","SSW","No"
"1311","PerthAirport",12.1,23.2,0,"NW",28,"No",54,3,1016,"NNW","WSW","No"
"1312","Hobart",9.2,15.9,2.6,"S",39,"Yes",57,6,1011,"WSW","SE","No"
"1313","Katherine",24.5,41.5,0.8,"E",44,"No",61,1,1011,"SSW","E","No"
"1314","Portland",3,18.3,0.4,"E",43,"No",66,5,1017.3,"E","SSE","No"
"1315","AliceSprings",12.4,28.8,0,"WNW",35,"No",52,6,1017.3,"SSE","W","No"
"1316","PerthAirport",5.8,12.1,1.6,"NNE",46,"Yes",68,8,1010.4,"SSE","NNE","Yes"
"1317","MelbourneAirport",16.8,27.7,0,"SSE",50,"No",68,7,1017.3,"SSE","SSE","No"
"1318","Bendigo",7.9,19.8,0.4,"N",24,"No",99,8,1017.6,"E","NW","No"
"1319","PerthAirport",12.1,26.9,2.6,"ENE",44,"Yes",58,3,1023.5,"ENE","W","No"
"1320","Moree",8.6,26.2,0,"ENE",35,"No",48,1,1029.6,"E","WSW","No"
"1321","PerthAirport",7.9,17.2,0,"E",31,"No",74,7,1022.1,"ENE","SE","No"
"1322","AliceSprings",8.2,32.1,0,"E",31,"No",68,6,1021.9,"SSE","W","No"
"1323","PerthAirport",15,22.1,0,"E",33,"No",53,5,1023.8,"ENE","ENE","No"
"1324","Bendigo",5,15.8,0,"E",40,"No",77,1,1027,"SSE","SSE","No"
"1325","Townsville",19.8,26,4.4,"NE",28,"Yes",78,1,1015.6,"SE","NE","No"
"1326","Williamtown",15.8,22.8,0,"SE",37,"Yes",90,8,1013.5,"NE","SE","Yes"
"1327","WaggaWagga",9.8,34.3,0,"ENE",30,"No",58,1,1019.2,"ENE","N","No"
"1328","MountGambier",15.7,17.6,0,"NNW",37,"Yes",88,6,1009.2,"NNW","NNW","No"
"1329","PerthAirport",21.9,39.2,0,"E",56,"No",68,1,1012.2,"SSE","W","No"
"1330","Richmond",13.5,17.1,0,"S",28,"No",98,8,1017.3,"S","W","Yes"
"1331","CoffsHarbour",4.9,19.7,0,"WSW",22,"No",67,1,1019.9,"SSE","W","No"
"1332","PerthAirport",12.7,23.2,0,"WNW",39,"No",57,7,1015.9,"NNW","WNW","No"
"1333","PerthAirport",12.1,23.2,0,"E",37,"No",60,2,1020.2,"WNW","E","Yes"
"1334","Uluru",23.1,31,0,"SSE",42.5,"No",35,6,1016.9,"SE","E","No"
"1335","Wollongong",11.7,20.1,0,"SE",37,"Yes",71,1,1025.9,"SSW","E","No"
"1336","Portland",6.6,12.5,1.4,"SSW",44,"Yes",57,4,1030,"S","W","No"
"1337","PerthAirport",3.5,11.3,0.2,"S",43,"No",92,8,1026.6,"SW","SSW","No"
"1338","PerthAirport",12.1,19.1,0,"S",35,"No",65,7,1026,"SSE","S","No"
"1339","Watsonia",13.4,37.4,0,"NNW",28,"No",71,0,1025.3,"NE","W","No"
"1340","Ballarat",8.6,16,0,"W",46,"No",68,6,1012.4,"SSE","SW","No"
"1341","Watsonia",2.7,15.3,0,"NNW",41,"No",79,1,1014.6,"NE","N","No"
"1342","PerthAirport",19.9,22.3,0,"SSW",39,"No",77,8,1017.3,"SSW","S","No"
"1343","Bendigo",4.4,22.4,0.2,"W",35,"No",51,0,1017.3,"N","WSW","No"
"1344","Cairns",19.6,28.3,0.6,"E",35,"No",68,7,1018.2,"SSE","W","No"
"1345","Wollongong",15.8,20.2,0,"W",43,"Yes",93,8,1022,"SSE","W","Yes"
"1346","Watsonia",10.7,27.1,0,"SSW",26,"No",68,1,1017.2,"ENE","ESE","No"
"1347","Mildura",11.8,31.9,0,"NNE",31,"No",52,0,1016,"NE","WNW","No"
"1348","PerthAirport",20,32.7,0,"E",56,"No",56,1,1017.3,"E","E","No"
"1349","NorfolkIsland",14.6,17.2,0,"ESE",46,"No",60,3,1017.3,"SE","SE","No"
"1350","Townsville",25,29.7,0,"SSE",57,"No",62,2,1006.9,"SE","ENE","Yes"
"1351","Sale",13.4,20.7,1.4,"W",44,"Yes",79,2,1023.6,"W","W","No"
"1352","Melbourne",5.6,20.1,0,"NW",28,"No",82,7,1025.5,"SSE","W","Yes"
"1353","Ballarat",10,19.1,1.6,"S",43,"Yes",79,5,1007.6,"SSW","SSW","No"
"1354","Bendigo",7.3,13.7,1.4,"WSW",43,"Yes",88,7,1017.9,"SSE","SW","No"
"1355","Woomera",13.1,28.1,1,"WSW",50,"No",68,6,1017.7,"SSE","W","No"
"1356","Williamtown",10.7,24.9,0.2,"WNW",39,"No",33,0,1002.5,"WNW","W","No"
"1357","Williamtown",8.3,25.9,4,"WNW",35,"Yes",53,2,1010.5,"SSE","SE","No"
"1358","MelbourneAirport",14.5,20.9,0,"S",41,"Yes",93,7,1014.2,"S","S","Yes"
"1359","Albury",6.8,19.9,0,"E",17,"No",99,5,1023.6,"E","NNW","No"
"1360","Mildura",7.2,24.2,0,"SW",35,"No",60,3,1021.5,"S","SW","No"
"1361","PerthAirport",10.2,19.3,0.4,"WNW",19,"No",99,5,1020.1,"SSE","W","Yes"
"1362","Hobart",4.4,16.5,0,"NNW",48,"No",76,7,1012.4,"NNW","W","Yes"
"1363","Williamtown",9.5,25.9,0,"W",39,"No",68,2,1020.6,"NW","W","No"
"1364","PerthAirport",20.5,36.7,0,"NE",43,"No",48,0,1019.6,"NE","ENE","No"
"1365","Nuriootpa",16,25.5,0,"W",43,"No",70,7,1012.9,"WSW","SW","No"
"1366","PerthAirport",12.1,22.9,0,"NNE",37,"No",61,0,1027.5,"N","NNW","No"
"1367","PerthAirport",1.5,17.7,0,"S",26,"No",63,2,1023.5,"SSE","SSE","No"
"1368","CoffsHarbour",10.9,23.8,0,"E",39,"No",49,2,1027.4,"SSE","W","No"
"1369","Townsville",26.1,31.9,0,"ENE",39,"No",62,4,1016.5,"NE","NNE","No"
"1370","Brisbane",8.2,21.4,0,"W",24,"No",57,0,1014.9,"SW","SW","No"
"1371","PerthAirport",23.6,30.8,0,"WSW",35,"Yes",82,5,1008.2,"N","NW","No"
"1372","Mildura",18.9,36.6,0.2,"SSW",33,"No",70,3,1011.4,"SSE","NNW","No"
"1373","PearceRAAF",12.4,25.65,0,"W",43,"No",39,1,1008.4,"S","W","No"
"1374","PerthAirport",12.1,9.9,6.6,"E",57,"Yes",76,6,1011.3,"N","N","No"
"1375","Mildura",18.9,34.9,0,"N",26,"No",55,5,1022.9,"NNE","E","No"
"1376","Richmond",12.7,18.2,1.6,"ENE",22,"Yes",84,8,1017.3,"SSW","ESE","No"
"1377","NorfolkIsland",18,25,0,"E",30,"No",72,1,1017.3,"ESE","SE","No"
"1378","Hobart",14.1,23.5,0,"NW",39,"No",58,7,1007.9,"SSE","NW","Yes"
"1379","Mildura",5.5,23.3,0,"NE",39,"No",49,0,1010.7,"NE","NNE","Yes"
"1380","Perth",17.4,28.5,0,"SSW",39,"No",50,1,1011.3,"ESE","SSW","No"
"1381","Perth",11.8,24.3,0.6,"WSW",31,"No",69,2,1008.6,"NNE","W","No"
"1382","Hobart",10,18.6,0,"SW",48,"No",58,7,1017.3,"SSW","SE","No"
"1383","Canberra",3.7,15.6,0,"ENE",39,"No",84,7,1020.4,"SSE","NNW","No"
"1384","Albury",21,34.5,0,"N",39,"No",48,5,1012.2,"SSE","WNW","Yes"
"1385","Sale",11.4,19.85,1,"NW",39,"No",68,2,1017.3,"SSE","NW","No"
"1386","NorfolkIsland",18,21.4,0.8,"W",54,"No",91,8,1018.4,"WSW","SW","No"
"1387","Sydney",13.8,20.8,3,"W",37,"Yes",67,1,1021.1,"W","ESE","No"
"1388","AliceSprings",14,32.1,0,"N",43,"No",31,8,1017.3,"E","NNE","No"
"1389","MelbourneAirport",8.9,37.5,0,"WNW",50,"No",26,4,1017.3,"N","SE","No"
"1390","Sydney",19.5,26.6,0,"WSW",39,"No",64,4,1013,"NNW","NE","Yes"
"1391","Cairns",22.9,30.4,0,"SE",43,"No",75,6,1016.2,"SSE","SSE","Yes"
"1392","PerthAirport",9.7,17.5,0,"E",33,"No",57,6,1022.3,"NNE","W","No"
"1393","AliceSprings",9.3,19.4,0,"ENE",31,"No",47,7,1022.4,"ENE","SSE","No"
"1394","CoffsHarbour",14.55,17.7,0,"S",33,"No",48,6,1017.3,"SW","SE","No"
"1395","Mildura",2.4,17,0,"NNE",43,"No",68,6,1025.5,"NNE","NNE","No"
"1396","Perth",12.4,25.2,0,"ENE",33,"No",60,0,1017.3,"E","W","No"
"1397","MountGambier",4.5,14,0,"N",31,"No",69,7,1020.4,"N","NNW","No"
"1398","Ballarat",2.6,12.2,3.8,"E",41,"Yes",86,4,1017.3,"WSW","W","No"
"1399","Melbourne",15.4,27.1,0.2,"S",24,"No",78,8,1017.1,"N","SSE","No"
"1400","NorfolkIsland",22.3,25.2,5.2,"WNW",39,"Yes",92,8,1004.4,"NNE","W","Yes"
"1401","Sale",2.2,16,0,"E",40,"No",65,1,1017.8,"N","E","No"
"1402","WaggaWagga",20,29.9,0,"NE",33,"No",68,6,1020.1,"E","SSE","Yes"
"1403","Williamtown",21.7,29.8,0,"WNW",54,"No",47,8,1011.9,"WNW","WNW","No"
"1404","PerthAirport",10.8,21.2,0,"N",39,"No",53,4,1021.7,"N","NNE","No"
"1405","Darwin",25.1,31.8,4.4,"SE",54,"Yes",73,6,1017.3,"SE","ESE","Yes"
"1406","PearceRAAF",11.1,36.4,0,"WSW",40,"No",68,1,1021.5,"NNE","WSW","No"
"1407","Cairns",19.4,27.9,0,"NE",33,"No",68,2,1017,"SE","NNE","No"
"1408","Cairns",21,26,4.4,"S",54,"Yes",68,8,1015.2,"SSE","SSE","Yes"
"1409","Cairns",16.6,27.4,0,"SSE",52,"No",61,3,1019.5,"SSE","SSE","No"
"1410","Canberra",19.3,35.7,0,"SW",48,"No",52,8,1011.4,"NNW","WSW","No"
"1411","AliceSprings",12.3,32.1,0,"SE",43,"No",68,0,1012.2,"SSE","ESE","No"
"1412","PerthAirport",13,26.8,4.4,"WSW",50,"Yes",68,1,1011.7,"SW","WNW","No"
"1413","Sydney",11.7,16.1,6.6,"E",24,"Yes",83,7,1017.3,"SSE","N","No"
"1414","PerthAirport",7.1,23.2,0.6,"NNE",56,"No",68,6,1011.4,"NE","W","Yes"
"1415","PerthAirport",6.2,23.6,0,"WSW",39,"No",61,6,1023.1,"ESE","W","No"
"1416","PerthAirport",12.1,23.2,0,"E",37,"No",73,1,1021.6,"SSW","ENE","No"
"1417","MelbourneAirport",9.2,13.8,0,"SW",46,"No",76,8,1016.7,"SW","W","Yes"
"1418","Watsonia",5.7,20.6,4.4,"N",39,"Yes",99,8,1013.2,"SSE","W","No"
"1419","PerthAirport",1.8,21.8,0,"SSW",48,"No",68,3,1027.3,"E","S","No"
"1420","Cairns",19,25.6,1.8,"SSE",48,"Yes",65,2,1022.2,"SSE","W","No"
"1421","Canberra",14.4,24.1,3.4,"E",46,"Yes",85,7,1014.9,"SE","W","Yes"
"1422","AliceSprings",14.2,38.8,0,"N",41,"No",68,1,1014.1,"NE","WNW","No"
"1423","Brisbane",20.9,26.5,0,"SE",43,"No",59,3,1015.2,"SSE","SE","No"
"1424","SydneyAirport",7.4,16.8,0,"W",57,"No",40,2,1013.7,"WSW","W","No"
"1425","Mildura",10.15,15,1.4,"SSW",31,"Yes",89,0,1023.4,"SSE","SSW","No"
"1426","PerthAirport",12.1,32.2,0,"SSE",46,"No",57,0,1017.6,"SSE","W","No"
"1427","Watsonia",6.8,25.8,0.2,"ESE",19,"No",90,2,1022.8,"NE","SE","No"
"1428","PearceRAAF",20.8,34.7,0,"E",56,"No",44,1,1013.7,"E","ESE","Yes"
"1429","Sydney",12.1,21.7,0,"ENE",44,"No",59,6,1025.1,"SSE","E","No"
"1430","Watsonia",9.9,16.7,1.4,"SSW",37,"Yes",69,5,1016.6,"SW","W","Yes"
"1431","PerthAirport",9.3,19.8,0,"NE",26,"No",53,2,1027.3,"ESE","ENE","No"
